ros_time_s,Lecturas_ValidasRojo
1762169136.9260,0.0000
1762169137.1042,0.0000
1762169137.2593,0.0000
1762169137.4347,0.0000
1762169137.5942,0.0000
1762169137.7590,0.0000
1762169137.9371,0.0000
1762169138.1029,0.0000
1762169138.2824,0.0000
1762169138.4359,0.0000
1762169138.6129,0.0000
1762169138.7663,0.0000
1762169138.9472,0.0000
1762169139.1009,0.0000
1762169139.2810,0.0000
1762169139.4338,0.0000
1762169139.6118,0.0000
1762169139.7666,0.0000
1762169139.9453,0.0000
1762169140.1025,0.0000
1762169140.2609,0.0000
1762169140.4425,0.0000
1762169140.5946,0.0000
1762169140.7746,0.0000
1762169140.9290,0.0000
1762169141.1077,0.0000
1762169141.2609,0.0000
1762169141.4409,0.0000
1762169141.5944,0.0000
1762169141.7732,0.0000
1762169141.9435,0.0000
1762169142.0961,0.0000
1762169142.2754,0.0000
1762169142.4301,0.0000
1762169142.5846,0.0000
1762169142.7615,0.0000
1762169142.9213,0.0000
1762169143.0963,0.0000
1762169143.2570,0.0000
1762169143.4166,0.0000
1762169143.5957,0.0000
1762169143.7594,0.0000
1762169143.9146,0.0000
1762169144.0932,0.0000
1762169144.2471,0.0000
1762169144.4263,0.0000
1762169144.5817,0.0000
1762169144.7579,0.0000
1762169144.9247,0.0000
1762169145.0945,0.0000
1762169145.2471,0.0000
1762169145.4033,0.0000
1762169145.5850,0.0000
1762169145.7396,0.0000
1762169145.9181,0.0000
1762169146.0799,0.0000
1762169146.2583,0.0000
1762169146.4089,0.0000
1762169146.5653,0.0000
1762169146.7452,0.0000
1762169146.8995,0.0000
1762169147.0780,0.0000
1762169147.2337,0.0000
1762169147.4082,0.0000
1762169147.5628,0.0000
1762169147.7449,0.0000
1762169147.8967,0.0000
1762169148.0848,0.0000
1762169148.2371,0.0000
1762169148.3978,0.0000
1762169148.5759,0.0000
1762169148.7404,0.0000
1762169148.9171,0.0000
1762169149.0778,0.0000
1762169149.2323,0.0000
1762169149.4105,0.0000
1762169149.5640,0.0000
1762169149.7444,0.0000
1762169149.8962,0.0000
1762169150.0765,0.0000
1762169150.2319,0.0000
1762169150.4082,0.0000
1762169150.5627,0.0000
1762169150.7419,0.0000
1762169150.8976,0.0000
1762169151.0558,0.0000
1762169151.2351,0.0000
1762169151.3896,0.0000
1762169151.5677,0.0000
1762169151.7224,0.0000
1762169151.8990,0.0000
1762169152.0542,0.0000
1762169152.2338,0.0000
1762169152.3969,0.0000
1762169152.5498,0.0000
1762169152.7304,0.0000
1762169152.8845,0.0000
1762169153.0384,0.0000
1762169153.2170,0.0000
1762169153.3715,0.0000
1762169153.5489,0.0000
1762169153.7014,0.0000
1762169153.8830,0.0000
1762169154.0374,0.0000
1762169154.2153,0.0000
1762169154.3700,0.0000
1762169154.5475,0.0000
1762169154.7005,0.0000
1762169154.8815,0.0000
1762169155.0352,0.0000
1762169155.1901,0.0000
1762169155.3684,0.0000
1762169155.5178,0.0000
1762169155.6974,0.0000
1762169155.8529,0.0000
