ros_time_s,imu_heading
1762172759.5533,204.3750
1762172759.7537,203.5620
1762172759.9547,202.8750
1762172760.1560,202.1870
1762172760.3567,201.5620
1762172760.5569,200.9370
1762172760.7575,200.7500
1762172760.9580,201.0000
1762172761.1583,200.8750
1762172761.3589,200.1250
1762172761.5594,199.6870
1762172761.7600,199.1250
1762172761.9607,198.3120
1762172762.1611,197.5000
1762172762.3610,196.1870
1762172762.5606,195.3750
1762172762.7612,195.0000
1762172762.9605,194.0000
1762172763.1603,192.6250
1762172763.3619,190.5620
1762172763.5630,189.2500
1762172763.7645,188.8120
1762172763.9648,188.4370
1762172764.1665,188.0000
1762172764.3671,187.6870
1762172764.5690,187.5000
1762172764.7690,187.2500
1762172764.9710,187.0620
1762172765.1716,186.8750
1762172765.3723,186.6250
1762172765.5729,186.5000
1762172765.7737,186.4370
1762172765.9743,186.5000
1762172766.1739,186.3120
1762172766.3749,186.3120
1762172766.5755,186.3120
1762172766.7751,186.3120
1762172766.9746,186.3120
1762172767.1750,186.3120
1762172767.3767,186.3120
1762172767.5774,186.3120
1762172767.7770,186.3120
1762172767.9770,186.3120
1762172768.1783,186.3120
1762172768.3802,186.3120
1762172768.5795,186.3120
1762172768.7801,186.3120
1762172768.9800,186.3120
1762172769.1808,186.3120
1762172769.3806,186.1870
1762172769.5819,186.1870
1762172769.7821,186.1870
1762172769.9835,186.1870
1762172770.1845,186.1870
1762172770.3845,186.1870
1762172770.5837,186.1870
1762172770.7840,186.1870
1762172770.9847,186.1870
1762172771.1846,186.1870
1762172771.3867,186.3120
1762172771.5884,186.8120
1762172771.7893,187.1250
1762172771.9912,187.0000
1762172772.1932,186.5620
1762172772.3941,186.6250
1762172772.5938,186.5000
1762172772.7990,186.2500
1762172772.9969,185.9370
1762172773.1974,185.3120
1762172773.4006,184.6250
1762172773.6002,183.4370
1762172773.8008,182.2500
1762172773.9994,181.6250
1762172774.1986,181.0000
1762172774.3995,179.9370
1762172774.5986,179.2500
1762172774.7980,179.1870
1762172775.0202,179.1870
1762172775.2318,179.0000
1762172775.4428,178.8120
1762172775.6538,178.6870
1762172775.8661,178.5000
1762172776.0794,178.5000
1762172776.2912,178.5620
1762172776.5038,178.7500
1762172776.7152,178.9370
1762172776.9275,179.5000
1762172777.1296,179.9370
1762172777.3293,180.4370
1762172777.5310,181.4370
1762172777.7315,182.0620
1762172777.9321,182.6250
1762172778.1328,183.3120
1762172778.3325,184.2500
1762172778.5336,185.1870
1762172778.7343,186.1250
1762172778.9349,187.0620
1762172779.1358,187.8750
1762172779.3370,189.0000
1762172779.5371,190.4370
1762172779.7642,192.4370
1762172779.9665,192.4370
1762172780.1679,192.6870
1762172780.3696,193.7500
1762172780.5703,194.9370
1762172780.7710,195.9370
1762172780.9998,196.5620
1762172781.2128,197.3120
1762172781.4232,198.3750
1762172781.6348,199.1250
1762172781.8484,199.8120
1762172782.0567,200.4370
1762172782.2689,201.0620
1762172782.4800,201.6250
1762172782.6921,202.3120
1762172782.9039,202.9370
1762172783.1157,203.5620
1762172783.3279,203.8750
1762172783.5393,203.6250
1762172783.7523,203.5000
1762172783.9619,203.3120
1762172784.1744,203.0000
1762172784.3760,202.4370
1762172784.5772,201.9370
1762172784.7877,201.4370
1762172784.9976,200.8120
1762172785.2296,199.8750
1762172785.4407,199.0620
1762172785.6537,198.9370
1762172785.8662,198.8120
1762172786.0772,198.3750
1762172786.2944,197.6250
1762172786.5291,196.5000
1762172786.7409,195.5620
1762172786.9528,194.8750
1762172787.1644,194.3750
1762172787.3750,193.8120
1762172787.5868,193.1250
