ros_time_s,Lecturas_ValidasVerde
1762172716.7604,8.0000
1762172716.9178,8.0000
1762172717.0842,8.0000
1762172717.2431,10.0000
1762172717.4225,11.0000
1762172717.5767,9.0000
1762172717.7398,10.0000
1762172717.8983,12.0000
1762172718.0646,16.0000
1762172718.2259,16.0000
1762172718.4006,14.0000
1762172718.5630,13.0000
1762172718.7270,11.0000
1762172718.8810,10.0000
1762172719.0552,11.0000
1762172719.2199,9.0000
1762172719.3744,10.0000
1762172719.5529,8.0000
1762172719.7067,7.0000
1762172719.8858,6.0000
1762172720.0397,5.0000
1762172720.1944,6.0000
1762172720.3724,5.0000
1762172720.5267,6.0000
1762172720.7044,5.0000
1762172720.8588,3.0000
1762172721.0372,6.0000
1762172721.1909,6.0000
1762172721.3456,7.0000
1762172721.5235,6.0000
1762172721.6773,7.0000
1762172721.8564,6.0000
1762172722.0120,6.0000
1762172722.1649,9.0000
1762172722.3423,8.0000
1762172722.4977,7.0000
1762172722.6756,7.0000
1762172722.8379,9.0000
1762172722.9947,8.0000
1762172723.1477,6.0000
1762172723.3249,7.0000
1762172723.4781,8.0000
1762172723.6341,7.0000
1762172723.8122,6.0000
1762172723.9665,7.0000
1762172724.1451,7.0000
1762172724.2876,6.0000
1762172724.4568,8.0000
1762172724.6355,6.0000
1762172724.7903,7.0000
1762172724.9463,7.0000
1762172725.1238,8.0000
1762172725.2776,9.0000
1762172725.4319,11.0000
1762172725.6065,11.0000
1762172725.7611,11.0000
1762172725.9382,9.0000
1762172726.0939,10.0000
1762172726.2478,13.0000
1762172726.4104,9.0000
1762172726.5891,12.0000
1762172726.7300,9.0000
1762172726.9144,6.0000
1762172727.0690,6.0000
1762172727.2342,7.0000
1762172727.3867,8.0000
1762172727.5650,8.0000
1762172727.7196,7.0000
1762172727.8740,6.0000
1762172728.0518,5.0000
1762172728.2055,8.0000
1762172728.3603,7.0000
1762172728.5199,7.0000
1762172728.6875,7.0000
1762172728.8472,8.0000
1762172729.0271,8.0000
1762172729.1704,8.0000
1762172729.3319,8.0000
1762172729.5081,7.0000
1762172729.6630,8.0000
1762172729.8413,8.0000
1762172729.9958,8.0000
1762172730.1488,8.0000
1762172730.3273,9.0000
1762172730.4825,8.0000
1762172730.6607,8.0000
1762172730.8146,7.0000
1762172730.9684,6.0000
1762172731.1322,8.0000
1762172731.2950,7.0000
1762172731.4675,9.0000
1762172731.6390,10.0000
1762172731.7939,10.0000
1762172731.9671,7.0000
1762172732.1170,6.0000
1762172732.2951,7.0000
1762172732.4498,7.0000
1762172732.6060,6.0000
1762172732.7840,5.0000
1762172732.9398,6.0000
1762172733.1163,6.0000
1762172733.2708,5.0000
1762172733.4242,3.0000
1762172733.6034,4.0000
1762172733.7575,3.0000
1762172733.9356,4.0000
1762172734.0900,3.0000
1762172734.2458,6.0000
1762172734.4222,3.0000
1762172734.5677,4.0000
1762172734.7467,5.0000
1762172734.9001,3.0000
1762172735.0782,2.0000
1762172735.2344,4.0000
1762172735.3873,4.0000
1762172735.5663,3.0000
1762172735.7184,4.0000
1762172735.8994,4.0000
1762172736.0522,4.0000
1762172736.2172,3.0000
1762172736.3879,4.0000
1762172736.5423,1.0000
1762172736.6973,3.0000
1762172736.8750,4.0000
1762172737.0293,2.0000
1762172737.2083,3.0000
1762172737.3617,2.0000
1762172737.5160,3.0000
1762172737.6927,2.0000
1762172737.8487,2.0000
1762172738.0257,1.0000
1762172738.1799,2.0000
1762172738.3344,1.0000
1762172738.5130,1.0000
1762172738.6678,1.0000
1762172738.8457,1.0000
1762172739.0003,1.0000
1762172739.1534,1.0000
1762172739.3328,1.0000
1762172739.4874,1.0000
1762172739.6415,1.0000
1762172739.8178,1.0000
