ros_time_s,omega_1
1762170965.8555,-20.5800
1762170966.0562,-20.5800
1762170966.2570,-20.5800
1762170966.4580,-20.5800
1762170966.6585,-20.5800
1762170966.8574,-20.5800
1762170967.0580,-20.5800
1762170967.2588,-20.5800
1762170967.4586,-20.5800
1762170967.6592,-20.5800
1762170967.8610,-20.5800
1762170968.0612,-20.5800
1762170968.2620,-20.5800
1762170968.4622,-20.5800
1762170968.6624,-20.5800
1762170968.8625,-20.5800
1762170969.0635,-20.5800
1762170969.2637,-20.5800
1762170969.4661,-20.5800
1762170969.6660,-20.5800
1762170969.8663,-20.5800
1762170970.0680,-20.5800
1762170970.2688,-20.5800
1762170970.4703,-20.5800
1762170970.6713,-20.5800
1762170970.8721,-20.5800
1762170971.0727,-20.5800
1762170971.2733,-20.5800
1762170971.4735,-20.5800
1762170971.6727,-20.5800
1762170971.8725,-20.5800
1762170972.0739,-20.5800
1762170972.2754,-20.5800
1762170972.4760,-20.5800
1762170972.6765,-20.5800
1762170972.8762,-20.5800
1762170973.0779,-20.5800
1762170973.2787,-20.5800
1762170973.4795,-20.5800
1762170973.6804,-20.5800
1762170973.8804,-20.5800
1762170974.0816,-20.5800
1762170974.2820,-20.5800
1762170974.4828,-20.5800
1762170974.6829,-20.5800
1762170974.8840,-20.5800
1762170975.0842,-20.5800
1762170975.2851,-20.5800
1762170975.4857,-20.5800
1762170975.6863,-20.5800
1762170975.8867,-20.5800
1762170976.0875,-20.5800
1762170976.2877,-20.5800
1762170976.4879,-20.5800
1762170976.6894,-20.5800
1762170976.8892,-20.5800
1762170977.0891,-20.5800
1762170977.2901,-20.5800
1762170977.4913,-20.5800
1762170977.6924,-20.5800
1762170977.8929,-20.5800
1762170978.0933,-20.5800
1762170978.2938,-20.5800
1762170978.4951,-20.5800
1762170978.6957,-20.5800
1762170978.8960,-20.5800
1762170979.0966,-20.5800
1762170979.2979,-20.5800
1762170979.4979,-20.5800
1762170979.7001,-20.5800
1762170979.9011,-20.5800
1762170980.1005,-20.5800
1762170980.3004,-20.5800
1762170980.5012,-20.5800
1762170980.9016,-20.5800
